uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,environment,category
WOS:000178534800017,Flame retardancy of polyisocyanurate-polyurethane foams: use of different charring agents,POLYMER DEGRADATION AND STABILITY,2,78,341-347,NOV,2002,"Modesti, M | Lorenzetti, A",polyisocyanurate-polyurethane foams | ammonium polyphosphate | melamine cyanurate | expandable graphite | char,NA,NA,602ZR,0141-3910,NA,all,all
WOS:000380928600014,Organelle size control - increasing vacuole content activates SNAREs to augment organelle volume through homotypic fusion,JOURNAL OF CELL SCIENCE,14,129,2817-2828,JUL 15,2016,"Desfougeres, Yann | Neumann, Heinz | Mayer, Andreas",Membrane fusion | Organelle size | Polyphosphate | SNAREs | Vacuole | Lysosome,10.1242/jcs.184382,NA,DS6YE,0021-9533,NA,all,all
WOS:000081768500032,"Pharbin, a novel inositol polyphosphate 5-phosphatase, induces dendritic appearances in fibroblasts",BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,1,261,188-195,JUL 22,1999,"Asano, T | Mochizuki, Y | Matsumoto, K | Takenawa, T | Endo, T",,NA,NA,222DQ,0006-291X,NA,all,all
WOS:000341357600022,Disassembly and reassembly of polyhydroxyalkanoates: Recycling through abiotic depolymerization and biotic repolymerization,BIORESOURCE TECHNOLOGY,NA,170,167-174,OCT,2014,"Myung, Jaewook | Strong, Nathaniel I. | Galega, Wakuna M. | Sundstrom, Eric R. | Flanagan, James C. A. | Woo, Sung-Geun | Waymouth, Robert M. | Criddle, Craig S.",Polyhydroxyalkanoate | PHB | PHBV | Polyphosphate | Recycling,10.1016/j.biortech.2014.07.105,NA,AO5BY,0960-8524,NA,all,all
WOS:000186547400006,Study of the interaction of ZDDP and dispersants using X-ray absorption near edge structure spectroscopy - Part 2: Tribochemical reactions,TRIBOLOGY LETTERS,4,15,385-394,NOV,2003,"Yamaguchi, ES | Zhang, Z | Kasrai, M | Bancroft, GM",ZDDP | dispersant | tribochemistry | wear | XANES spectroscopy,NA,NA,742ZF,1023-8883,NA,all,all
WOS:A1981LR52500024,"STRINGENT CONTROL IN AN EXTREME THERMOPHILIC BACTERIUM - PRELIMINARY CHARACTERIZATION OF A GUANOSINE-3',5'-POLYPHOSPHATE [(P)PPGPP] SYNTHESIZING ENZYME FROM THERMUS-THERMOPHILUS",JOURNAL OF GENERAL MICROBIOLOGY,APR,123,383-386,NA,1981,"LIENERT, I | RICHTER, D",,NA,NA,LR525,0022-1287,NA,all,all
WOS:A1997XN95300006,Phosphate uptake and polyphosphate metabolism of mycorrhizal and nonmycorrhizal roots of pine and of Suillus bovinus at varying external pH measured by in vivo P-31-NMR,MYCORRHIZA,2,7,101-106,JUL,1997,"Gerlitz, TGM | Gerlitz, A",external pH | NMR | phosphate | polyphosphate,NA,NA,XN953,0940-6360,NA,all,all
WOS:000338991400018,Monitoring intracellular polyphosphate accumulation in enhanced biological phosphorus removal systems by quantitative image analysis,WATER SCIENCE AND TECHNOLOGY,11,69,2315-2323,NA,2014,"Mesquita, Daniela P. | Luis Amaral, A. | Leal, Cristiano | Carvalheira, Monica | Cunha, Jorge R. | Oehmen, Adrian | Reis, Maria A. M. | Ferreira, Eugenio C.",enhanced biological phosphorus removal (EBPR) | image analysis | polyphosphate (poly-P),10.2166/wst.2014.146,NA,AL2YK,0273-1223,NA,all,all
WOS:000186306600011,"Prerigor infusion of lamb with sodium chloride, phosphate, and dextrose solutions to improve tenderness",MEAT SCIENCE,2,66,343-349,FEB,2004,"Murphy, MA | Zerby, HN",lamb | tenderness | Prerigor infusion | Warner-Bratzler shear,10.1016/S0309-1740(03)00109-8,NA,738UQ,0309-1740,NA,all,all
WOS:A1995RT87100011,PREPARATION OF ZINC-SODIUM PHOSPHATE-GLASS PRECURSORS BY COACERVATION,JOURNAL OF NON-CRYSTALLINE SOLIDS,3,189,277-282,SEP,1995,"PALAVIT, G | MONTAGNE, L | DELAVAL, R",,NA,NA,RT871,0022-3093,NA,all,all
WOS:000311510500022,Preparation and characterisation of ammonium polyphosphate intercalated layered double hydroxides composite by joint method with or without sonochemical technique,JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY,3,110,1193-1198,DEC,2012,"Qin, Jun | Xie, Pu | Tian, Yaozhu | Zhang, Huan | Yu, Jie",Intercalation | Grafting | Layered double hydroxides | Ammonium polyphosphate,10.1007/s10973-011-2085-5,NA,042ZC,1388-6150,NA,all,all
WOS:000317990000007,Properties of polypropylene/hemp fibers flame-retardant composites: Effects of different processing methods,JOURNAL OF REINFORCED PLASTICS AND COMPOSITES,9,32,644-653,MAY,2013,"Zhang, Kun | Gong, Yuewu | Niu, Pengfei | Wang, Xiaojun | Yang, Jie",Polypropylene/hemp fibers composites | processing methods | flammability | thermal stability | mechanical properties,10.1177/0731684412472247,NA,131JU,0731-6844,NA,all,all
WOS:000318208500005,Verification of enzymes deterioration due to Cu(II) presence in an enhanced biological phosphorus removal system,CHEMOSPHERE,5,91,602-607,APR,2013,"Tsai, Yung-Pin | Tzeng, Huey-Fen | Lin, Jan-Wei | Lu, Meng-Shan | Lin, Jyun-Yen",Polyhydroxyalkanoate (PHA) | Glycogen | Cu(II) | Phosphorus accumulating organism (PAO) | Acetyl-CoA synthase (ACS) | Polyphosphate kinase (PPK),10.1016/j.chemosphere.2012.11.080,NA,134KG,0045-6535,NA,all,all
