uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,environment,category
WOS:000400530500012,Effects of land use changes on eutrophication indicators in five coastal lagoons of the Southwestern Atlantic Ocean,ESTUARINE COASTAL AND SHELF SCIENCE,NA,188,116-126,MAR 15,2017,"Rodriguez-Gallego, Lorena | Achkar, Marcel | Defeo, Omar | Vidal, Leticia | Meerhoff, Erika | Conde, Daniel",Nutrients load | Eutrophication indicators | Coastal lagoons | Uruguay,"10.1016/j.ecss.2017.02,010",NA,ET8EC,0272-7714,NA,agriculture,agriculture
WOS:000084570100003,P-solubilization activity of Rhizobium species strains,ROSTLINNA VYROBA,9,45,403-406,SEP,1999,"Storkanova, G | Vorisek, K | Mikanova, O | Randova, D",phosphate solubilization | influence of soluble phosphate | Rhizobium,NA,NA,271AV,0370-663X,NA,agriculture,agriculture
WOS:000276434500010,Pollutant fate and spatio-temporal variability in the choptank river estuary: Factors influencing water quality,SCIENCE OF THE TOTAL ENVIRONMENT,9,408,2096-2108,APR 1,2010,"Whitall, David | Hively, W. Dean | Leight, Andrew K. | Hapeman, Cathleen J. | McConnell, Laura L. | Fisher, Thomas | Rice, Clifford P. | Codling, Eton | McCarty, Gregory W. | Sadeghi, Ali M. | Gustafson, Anne | Bialek, Krystyna",Choptank River | Chesapeake Bay | Nitrate | Phosphate | Copper | Arsenic | Herbicide,10.1016/j.scitotenv.2010.01.006,NA,580FZ,0048-9697,NA,agriculture,agriculture
WOS:000188608400002,The effects of nutrient losses from agriculture on ground and surface water quality: the position of science in developing indicators for regulation,ENVIRONMENTAL SCIENCE & POLICY,1,7,15-23,NA,2004,"Schroder, JJ | Scholefield, D | Cabral, F | Hofman, G",agriculture | environment | nutrient loss | harmonisation | indicator | legislation | manure | nitrogen | phosphorus | water quality,10.1016/j.envsci.2003.10.006,NA,769CG,1462-9011,NA,agriculture,agriculture
WOS:000335541300001,Potassium leaching from Endocalcari-Endohypogleyic Cambisol as influenced by precipitation rate and crop management,ZEMDIRBYSTE-AGRICULTURE,1,101,3-10,NA,2014,"Buciene, Angelija | Antanaitis, Sarunas | Slepetiene, Alvyra | Simanskaite, Dana | Masauskas, Vytas | Bucas, Martynas",crop management systems | humus content | leaching | potassium cation (K+) | precipitation,NA,NA,AG6PQ,1392-3196,NA,agriculture,agriculture
WOS:000309873800006,Topographic placement of management practices in riparian zones to reduce water quality impacts from pastures,LANDSCAPE ECOLOGY,9,27,1307-1319,NOV,2012,"Piechnik, Denise A. | Goslee, Sarah C. | Veith, Tamie L. | Bishop, Joseph A. | Brooks, Robert P.",Agriculture | Best management practice | Flow path | Pasture | Pennsylvania | Spatial resolution | Watershed,10.1007/s10980-012-9783-7,NA,021GR,0921-2973,NA,agriculture,agriculture
WOS:000227881700023,Methods to predict the agricultural contribution to catchment nitrate loads: designation of nitrate vulnerable zones in Northern Ireland,JOURNAL OF HYDROLOGY,1-4,304,316-329,MAR 10,2005,"Jordan, C | Smith, RV",GIS | nitrate | denitrification | modelling | export coefficients | NVZ | eutrophication,10.1016/j.jhydrol.2004.07.037,NA,909ST,0022-1694,NA,agriculture,agriculture
WOS:000376090500022,Soil mapping and variety-based entry-point interventions for strengthening agriculture-based livelihoods - exemplar case of 'Bhoochetana' in India,CURRENT SCIENCE,9,110,1683-1691,MAY 10,2016,"Chander, Girish | Wani, Suhas P. | Krishnappa, Kamma | Sahrawat, Kanwar Lal | Parthasaradhi, Gazula | Jangawad, Lingraj Shivappa",Impact | knowledge-based entry point | participatory research | productivity,10.18520/cs/v110/i9/1683-1691,NA,DM1FJ,0011-3891,NA,agriculture,agriculture
WOS:000299736600003,"Soil Fertility Index, Soil Evaluation Factor, and Microbial Indices under Different Land Uses in Acidic Soil of Humid Subtropical India",COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,22,42,2724-2737,NA,2011,"Panwar, Pankaj | Pal, Sharmistha | Reza, S. K. | Sharma, Biplab",Available nutrients | exchangeable cations | land use | microbial activity | soil evaluation factor | soil fertility index,10.1080/00103624.2011.622820,NA,884VJ,0010-3624,NA,agriculture,agriculture
WOS:000235510100030,"Utilization and management of organic wastes in Chinese agriculture: Past, present and perspectives",SCIENCE IN CHINA SERIES C-LIFE SCIENCES,NA,48,965-979,DEC,2005,"Ju, XT | Zhang, FS | Bao, XM | Romheld, V | Roelcke, M",organic wastes | livestock production | recycling | composting | environmental pollution | nitrogen | phosphorus | potassium,10.1360/062005-288,NA,014WB,1006-9305,NA,agriculture,agriculture
