uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,environment,category
WOS:000457532900001,Dissolved Organic Phosphorus Utilization by Phytoplankton Reveals Preferential Degradation of Polyphosphates Over Phosphomonoesters,FRONTIERS IN MARINE SCIENCE,NA,5,,OCT 25,2018,"Diaz, Julia M. | Holland, Alisia | Sanders, James G. | Bulski, Karrie | Mollett, Douglas | Chou, Chau-Wen | Phillips, Dennis | Tang, Yuanzhi | Duhamel, Solange",dissolved organic phosphorus | alkaline phosphatase activity | polyphosphate | phosphoester | phosphoanhydride | phosphorus stress | Thalassiosira | diatom,10.3389/fmars.2018.00380,NA,HJ9QC,NA,NA,ocean,marine
WOS:000239818700004,Temperature affects stoichiometry and biochemical composition of Escherichia coli,MICROBIAL ECOLOGY,1,52,26-33,JUL,2006,"Cotner, James B. | Makino, Wataru | Biddanda, Bopaiah A.",,10.1007/s00248-006-9040-1,NA,074NI,0095-3628,NA,ocean,marine
WOS:000345631900013,Genomic analysis reveals versatile heterotrophic capacity of a potentially symbiotic sulfur-oxidizing bacterium in sponge,ENVIRONMENTAL MICROBIOLOGY,11,16,3548-3561,NOV,2014,"Tian, Ren-Mao | Wang, Yong | Bougouffa, Salim | Gao, Zhao-Ming | Cai, Lin | Bajic, Vladimir | Qian, Pei-Yuan",,10.1111/1462-2920.12586,NA,AU5FF,1462-2912,NA,ocean,marine
WOS:000283657000023,Production of organic matter by Trichodesmium IMS101 as a function of phosphorus source,LIMNOLOGY AND OCEANOGRAPHY,4,55,1755-1767,JUL,2010,"White, A. E. | Karl, D. M. | Bjoerkman, K. M. | Beversdorf, L. J. | Letelier, R. M.",,10.4319/lo.2010.55.4.1755,NA,673KA,0024-3590,NA,ocean,marine
WOS:000462776800018,Global warming and oligotrophication lead to increased lipid production in marine phytoplankton,SCIENCE OF THE TOTAL ENVIRONMENT,NA,668,171-183,JUN 10,2019,"Novak, Tihana | Godrijan, Jelena | Pfannkuchen, Daniela Maric | Djakovac, Tamara | Medic, Nikola | Ivancic, Ingrid | Mlakar, Marina | Gasparovic, Blazenka",Marine lipids | Temperature | Nutrients | Northern Adriatic Sea | Chaetoceros pseudocurvisetus | Diatoms,10.1016/j.scitotenv.2019.02.372,NA,HQ9VV,0048-9697,NA,ocean,marine
WOS:000246353300003,Intracellular sequestration of manganese and phosphorus in a metal-resistant fungus Cladosporium cladosporioides from deep-sea sediment,EXTREMOPHILES,3,11,435-443,MAY,2007,"Shao, Zongze | Sun, Fengqin",cladosporium cladosporioides | heavy metal resistance | intracellular sequestration | manganese | phosphorus,10.1007/s00792-006-0051-0,NA,166BY,1431-0651,NA,ocean,marine
WOS:000428832200022,Fluorescently-tagged polyamines for the staining of siliceous materials,PLANT PHYSIOLOGY AND BIOCHEMISTRY,NA,125,205-211,APR,2018,"Annenkov, Vadim V. | Danilovtseva, Elena N. | Pal'shin, Viktor A. | Verkhozina, Olga N. | Shishlyannikova, Tatyana A. | Hickman, Graham J. | Perry, Carole C.",NBD-Cl | Fluorescent dye | Polyamine | Diatom algae | HPLC | Polyacid,10.1016/j.plaphy.2018.02.014,NA,GB1TD,0981-9428,NA,ocean,marine
WOS:000457234300001,Phosphorus Forms in Sediments of a River-Dominated Estuary,FRONTIERS IN MARINE SCIENCE,NA,5,,SEP 4,2018,"Watson, Sheree J. | Cade-Menun, Barbara J. | Needoba, Joseph A. | Peterson, Tawnya D.",phosphorus | P-31-nuclear magnetic resonance | sediments | river | estuary,10.3389/fmars.2018.00302,NA,HJ5PP,NA,NA,ocean,marine
WOS:000380753100015,A model for microbial phosphorus cycling in bioturbated marine sediments: Significance for phosphorus burial in the early Paleozoic,GEOCHIMICA ET COSMOCHIMICA ACTA,NA,189,251-268,SEP 15,2016,"Dale, Andrew W. | Boyle, Richard A. | Lenton, Timothy M. | Ingall, Ellery D. | Wallmann, Klaus",Phosphorus | Polyphosphate | Sediments | Model | Bioturbation,10.1016/j.gca.2016.05.046,NA,DS4LR,0016-7037,NA,ocean,marine
WOS:000484994700098,Transcriptomic response to changing ambient phosphorus in the marine dinoflagellate Prorocentrum donghaiense,SCIENCE OF THE TOTAL ENVIRONMENT,NA,692,1037-1047,NOV 20,2019,"Zhang, Shu-Feng | Yuan, Chun-Juan | Chen, Ying | Lin, Lin | Wang, Da-Zhi",Marine dinollagellate | Harmful algal blooms | Prorocentrum donghaiense | Phosphorus | Transcriptomics,10.1016/j.scitotenv.2019.07.291,NA,IW5BW,0048-9697,NA,ocean,marine
WOS:000336843600006,"Distributions of iron, phosphorus and sulfur along trichomes of the cyanobacteria Trichodesmium",METALLOMICS,6,6,1141-1149,NA,2014,"Nuester, Jochen | Newville, Matthew | Twining, Benjamin S.",,10.1039/c4mt00042k,NA,AI4OB,1756-5901,NA,ocean,marine
WOS:000304810200014,LOCALIZATION OF IRON WITHIN CENTRIC DIATOMS OF THE GENUS THALASSIOSIRA,JOURNAL OF PHYCOLOGY,3,48,626-634,JUN,2012,"Nuester, Jochen | Vogt, Stefan | Twining, Benjamin S.",centric diatoms | element mapping | intrapopulation variability | iron localization | single-cell analysis | synchrotron X-ray fluorescence | vacuole,10.1111/j.1529-8817.2012.01165.x,NA,952RP,0022-3646,NA,ocean,marine
WOS:000183605000005,Selective phosphorus regeneration of sinking marine particles: evidence from P-31-NMR,MARINE CHEMISTRY,1-2,82,55-70,JUN,2003,"Paytan, A | Cade-Menun, BJ | McLaughlin, K | Faul, KL",phosphorus | organic phosphorus | NMR | marine particulate matter | sediment traps | regeneration,10.1016/S0304-4203(03)00052-5,NA,691KJ,0304-4203,NA,ocean,marine
WOS:000304523400035,The Transcriptome and Proteome of the Diatom Thalassiosira pseudonana Reveal a Diverse Phosphorus Stress Response,PLOS ONE,3,7,,MAR 29,2012,"Dyhrman, Sonya T. | Jenkins, Bethany D. | Rynearson, Tatiana A. | Saito, Mak A. | Mercier, Melissa L. | Alexander, Harriet | Whitney, LeAnn P. | Drzewianowski, Andrea | Bulygin, Vladimir V. | Bertrand, Erin M. | Wu, Zhijin | Benitez-Nelson, Claudia | Heithoff, Abigail",,10.1371/journal.pone.0033768,NA,948SR,1932-6203,NA,ocean,marine
WOS:000347170300008,Membrane Glycerolipid Remodeling Triggered by Nitrogen and Phosphorus Starvation in Phaeodactylum tricornutum,PLANT PHYSIOLOGY,1,167,118-136,JAN,2015,"Abida, Heni | Dolch, Lina-Juana | Mei, Coline | Villanova, Valeria | Conte, Melissa | Block, Maryse A. | Finazzi, Giovanni | Bastien, Olivier | Tirichine, Leila | Bowler, Chris | Rebeille, Fabrice | Petroutsos, Dimitris | Jouhet, Juliette | Marechal, Eric",,10.1104/pp.114.252395,NA,AX8PE,0032-0889,NA,ocean,marine
WOS:000502617900001,"Uppermost Triassic phosphorites from Williston Lake, Canada: link to fluctuating euxinic-anoxic conditions in northeastern Panthalassa before the end-Triassic mass extinction",SCIENTIFIC REPORTS,NA,9,,DEC 11,2019,"Larina, Ekaterina | Bottjer, David J. | Corsetti, Frank A. | Zonneveld, John-Paul | Celestian, Aaron J. | Bailey, Jake V.",,10.1038/s41598-019-55162-2,NA,JV8NV,2045-2322,NA,ocean,marine
WOS:000208863600001,Characterization of the rate and temperature sensitivities of bacterial rem ineralization of dissolved organic phosphorus compounds by natural populations,FRONTIERS IN MICROBIOLOGY,NA,3,,NA,2012,"White, Angelicque E. | Watkins-Brandt, Katie S. | Engle, Morgan A. | Burkhardt, Brian | Paytan, Adina",heterotrophic bacteria | organic phosphorus | remineralization,10.3389/fmicb.2012.00276,NA,V31DF,1664-302X,NA,ocean,marine
WOS:000288313100017,Elemental composition of equatorial Pacific diatoms exposed to additions of silicic acid and iron,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,3-4,58,512-523,FEB,2011,"Baines, Stephen B. | Twining, Benjamin S. | Vogt, Stefan | Balch, William M. | Fisher, Nicholas S. | Nelson, David M.",Eastern equatorial Pacific | 110 degrees W 140 degrees W 5 degrees N 5 degrees S | SXRF | Diatoms | Stoichiometry | Silicic acid | Silicification | Iron,10.1016/j.dsr2.2010.08.003,NA,734DJ,0967-0645,NA,ocean,marine
