uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,environment,category
WOS:000168678400003,Response of spring wheat to phosphorus and sulphur starter fertilizers of differing acidification potential,JOURNAL OF AGRICULTURAL SCIENCE,NA,136,283-289,MAY,2001,"Goos, RJ | Johnson, BE",,NA,NA,432EC,0021-8596,NA,soil,terrestrial
WOS:000226712600036,Sediment depth attenuation of biogenic phosphorus compounds measured by P-31 NMR,ENVIRONMENTAL SCIENCE & TECHNOLOGY,3,39,867-872,FEB 1,2005,"Ahlgren, J | Tranvik, L | Gogoll, A | Waldeback, M | Markides, K | Rydin, E",,10.1021/es049590h,NA,893IN,0013-936X,NA,soil,terrestrial
WOS:000457234300001,Phosphorus Forms in Sediments of a River-Dominated Estuary,FRONTIERS IN MARINE SCIENCE,NA,5,,SEP 4,2018,"Watson, Sheree J. | Cade-Menun, Barbara J. | Needoba, Joseph A. | Peterson, Tawnya D.",phosphorus | P-31-nuclear magnetic resonance | sediments | river | estuary,10.3389/fmars.2018.00302,NA,HJ5PP,NA,NA,soil,terrestrial
WOS:000412914400022,External hyphae of Rhizophagus irregularis DAOM 197198 are less sensitive to low pH than roots in arbuscular mycorrhizae: evidence from axenic culture system,ENVIRONMENTAL MICROBIOLOGY REPORTS,5,9,649-657,OCT,2017,"Wang, Ning | Feng, Zengwei | Zhou, Yang | Zhu, Honghui | Yao, Qing",,10.1111/1758-2229.12573,NA,FJ7CH,1758-2229,NA,soil,terrestrial
WOS:000235658700023,Depth-related distribution of bacterial community in sediments of eutrophic Guanting reservoir,SCIENCE IN CHINA SERIES D-EARTH SCIENCES,NA,48,276-284,NOV,2005,"Qu, JH | Yuan, HL | Huang, HZ | Wang, ET",Guanting reservoir | sediment | bacterial community | 16S rDNA | eutrophication,10.1360/05yd0005,NA,016XX,1006-9313,NA,soil,terrestrial
WOS:000186322000016,"Location and quantification of phosphorus and other elements in fully hydrated, soil-grown arbuscular mycorrhizas: a cryo-analytical scanning electron microscopy study",NEW PHYTOLOGIST,2,160,429-441,NOV,2003,"Ryan, MH | McCully, ME | Huang, CX",arbuscular mycorrhizal fungi (AMF) | cryo-scanning electron microscopy | root intercellular spaces | root cell vacuoles | potassium | calcium | magnesium | phosphorus | host defence response | X-ray microanalysis,10.1046/j.1469-8137.2003.00884.x,NA,739BH,0028-646X,NA,soil,terrestrial
WOS:000316682500250,Using of Arbuscular Mycorrhizal Fungi to Reduce the Deficiency Effect of Phosphorous Fertilization on Maize Plants (Zea mays L.),LIFE SCIENCE JOURNAL-ACTA ZHENGZHOU UNIVERSITY OVERSEAS EDITION,4,9,1648-1654,NA,2012,"Almagrabi, O. A. | Abdelmoneim, T. S.",Maize | P-deficiency | Morphology | Mycorrhiza | Low-P | Physiology,NA,NA,113QK,1097-8135,NA,soil,terrestrial
WOS:000371452900010,"Sphingoaurantiacus polygranulatus gen. nov., sp nov., isolated from high-Arctic tundra soil, and emended descriptions of the genera Sandarakinorhabdus, Polymorphobacter and Rhizorhabdus and the species Sandarakinorhabdus limnophila, Rhizorhabdus argentea and Sphingomonas wittichii",INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,NA,66,91-100,JAN,2016,"Kim, MyongChol | Kang, OkChol | Zhang, Yumin | Ren, Lvzhi | Chang, Xulu | Jiang, Fan | Fang, Chengxiang | Zheng, Congyi | Peng, Fang",,10.1099/ijsem.0.000677,NA,DF6GC,1466-5026,NA,soil,terrestrial
WOS:000230369900006,"Biologically labile and refractory phosphorus loads from the agriculturally-managed Upper Eau Galle River Watershed, Wisconsin",LAKE AND RESERVOIR MANAGEMENT,2,21,165-173,JUN,2005,"James, WF | Barko, JW",adsorption-desorption | biological phosphorus availability | equilibrium phosphorus concentration | labile phosphorus forms | loading | phosphorus | refractory phosphorus forms | runoff | watershed,NA,NA,943QU,1040-2381,NA,soil,terrestrial
WOS:000173549800010,Microbial populations of an upflow anaerobic sludge blanket reactor treating wastewater from a gelatin industry,ENVIRONMENTAL TECHNOLOGY,12,22,1477-1485,DEC,2001,"Vieira, AMS | Bergamasco, R | Gimenes, ML | Nakamura, CV | Dias, BP",UASB reactor | gelatin industry | electron microscopy | coliform | methanogen bacteria,NA,NA,516JH,0959-3330,NA,soil,terrestrial
WOS:A1992JB84600016,PHOSPHATASE-ACTIVITIES AND PHOSPHORUS UPTAKE FROM INOSITOL PHOSPHATE BY ECTOMYCORRHIZAL FUNGI,CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE,4,70,794-801,APR,1992,"ANTIBUS, RK | SINSABAUGH, RL | LINKINS, AE",ACID PHOSPHATASE | ECTOMYCORRHIZAL FUNGI | PHYTASE,NA,NA,JB846,0008-4026,NA,soil,terrestrial
WOS:A1991GL87600013,PHOSPHATE-TRANSPORT IN CALCIUM-SATURATED SYSTEMS .1. THEORY,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,5,55,1275-1281,SEP-OCT,1991,"CHO, CM",,NA,NA,GL876,0361-5995,NA,soil,terrestrial
