uid,title,journal_fix,journal_short,year_fix,keywords_fix,authors_fix,environment,category
WOS:000375899200001,"Deciphering the relationship among phosphate dynamics, electron-dense body and lipid accumulation in the green alga Parachlorella kessleri",Scientific Reports,Scientific Reports,2016,NA,"ota_shuhei,yoshihara_mai,yamazaki_tomokazu,takeshita_tsuyoshi,hirata_aiko,konomi_mami,oshima_kenshiro,hattori_masahira,bisova_katerina,zachleder_vilem,kawano_shigeyuki",agriculture,agriculture
